,선수,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR+,생일
6469,김진규92태RF,6,9,9,0,2,0,0,0,2,1,0,0,0,0,0,2,0,0,0,.222,.222,.222,.444,.210,14.6,-0.06,1965-05-10
6470,윤승균06두,4,12,11,0,2,0,0,0,2,0,1,1,0,1,0,3,0,0,0,.182,.250,.182,.432,.220,27.9,-0.06,1983-01-07
6471,김민혁18두DH,22,58,53,7,12,2,0,2,20,10,0,0,5,0,0,19,3,0,0,.226,.293,.377,.671,.296,69.8,-0.06,1996-05-03
6472,손주인08삼SS,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-127.0,-0.06,1983-12-01
6473,정수성00현CF,12,16,16,1,4,0,0,0,4,1,2,1,0,0,0,6,0,0,0,.250,.250,.250,.500,.232,25.5,-0.06,1978-03-04
6474,진상봉95한LF,9,11,7,2,1,1,0,0,2,0,0,1,2,0,0,1,1,2,0,.143,.333,.286,.619,.248,54.5,-0.06,1965-04-06
6475,정학수96롯,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-117.4,-0.06,1977-12-01
6476,이춘근82삼,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-109.9,-0.06,1948-03-01
6477,김문호11롯LF,19,29,26,4,6,1,0,0,7,1,1,1,3,0,1,7,0,0,0,.231,.310,.269,.580,.270,56.2,-0.06,1987-06-22
6478,임정면84해,7,8,8,0,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,.125,.125,.250,.375,.169,-8.2,-0.06,1958-09-17
6479,최재훈14두C,48,125,112,9,27,3,1,1,35,10,0,2,5,3,0,22,3,3,2,.241,.287,.313,.599,.271,45.7,-0.06,1989-08-27
6480,정기창94쌍,26,55,52,4,9,3,1,1,17,7,1,1,3,0,0,25,1,0,0,.173,.218,.327,.545,.250,51.4,-0.06,1970-12-21
6481,김지영00해C,19,23,21,2,4,2,0,0,6,1,0,0,1,0,0,8,1,1,0,.190,.227,.286,.513,.223,21.8,-0.06,1974-04-21
6482,김민철04K1B,11,10,10,2,2,1,0,0,3,0,0,0,0,0,0,2,0,0,0,.200,.200,.300,.500,.225,23.3,-0.06,1982-03-14
6483,고승훈91쌍,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,.000,.000,.000,.000,.000,-116.8,-0.06,1969-01-21
6484,김현민02L,16,18,18,1,3,1,0,1,7,3,0,0,0,0,0,7,1,0,0,.167,.167,.389,.556,.233,31.4,-0.06,1973-09-15
6485,권오현02롯2B,45,84,74,4,13,6,0,0,19,1,4,0,5,4,0,22,0,1,0,.176,.265,.257,.522,.245,40.9,-0.06,1978-03-12
6486,이병억85삼,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-122.6,-0.06,1962-01-05
6487,니일01두1B,17,68,57,7,11,4,0,1,18,3,0,0,10,1,0,15,2,0,0,.193,.324,.316,.639,.308,71.5,-0.06,1965-09-14
6488,조정원13한2B,43,57,47,5,9,0,0,0,9,2,4,1,8,0,0,14,1,2,0,.191,.309,.191,.501,.254,40.6,-0.06,1990-08-10
6489,손주인10삼SS,27,32,26,2,5,3,0,0,8,3,0,1,3,1,1,4,0,2,0,.192,.300,.308,.608,.258,44.5,-0.06,1983-12-01
6490,김태룡96삼해SS,20,30,27,5,5,1,0,0,6,3,0,0,2,0,0,6,1,1,0,.185,.241,.222,.464,.217,31.1,-0.06,1968-02-23
6491,조동화01S,6,6,6,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,.167,.167,.167,.333,.157,-27.6,-0.06,1981-03-22
6492,황성관01삼,11,8,6,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,.000,.250,.000,.250,.188,-5.0,-0.06,1974-01-15
6493,김진홍82OC,4,5,5,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,.200,.200,.200,.400,.188,6.4,-0.06,1962-09-10
6494,구한성97해쌍,23,16,16,6,3,1,0,0,4,1,1,0,0,0,0,3,0,0,0,.188,.188,.250,.438,.198,13.4,-0.06,1970-01-07
6495,전형도95한O2B,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,.000,-125.5,-0.06,1971-10-30
6496,최정기83MC,4,7,7,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,.143,.143,.143,.286,.135,-36.9,-0.06,1956-07-16
6497,김주호04K,27,28,27,3,6,0,0,1,9,7,0,1,1,0,0,8,0,0,0,.222,.250,.333,.583,.268,51.7,-0.06,1984-04-01
6498,정기창98한,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-120.1,-0.06,1970-12-21
6499,김성재90L,9,11,11,1,2,0,0,0,2,0,1,0,0,0,0,5,0,0,0,.182,.182,.182,.364,.175,-8.6,-0.06,1966-10-08
6500,정국헌90롯,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-121.8,-0.07,1964-11-25
6501,이성호10한C,5,6,5,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,.000,.167,.000,.167,.122,-45.5,-0.07,1985-03-09
6502,김영진96한,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-124.6,-0.07,1976-12-05
6503,허준95한SS,79,192,170,18,38,8,0,1,49,15,1,2,7,2,0,17,3,12,1,.224,.261,.288,.549,.241,49.4,-0.07,1970-05-29
6504,정경훈99한2B,15,7,3,4,0,0,0,0,0,1,0,2,3,0,0,1,0,1,0,.000,.500,.000,.500,.311,78.1,-0.07,1972-05-22
6505,임창용97해P,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-120.4,-0.07,1976-06-04
6506,박경진02롯C,39,42,39,4,8,0,1,0,10,2,0,0,1,1,0,11,0,1,0,.205,.244,.256,.500,.225,27.4,-0.07,1976-03-22
6507,김영신85OC,13,22,21,1,4,0,0,0,4,2,0,0,1,0,0,4,0,0,0,.190,.227,.190,.418,.205,16.0,-0.07,1961-11-09
6508,김광윤88빙C,13,14,13,0,2,0,0,0,2,0,0,0,1,0,0,1,1,0,0,.154,.214,.154,.368,.187,6.0,-0.07,1964-03-05
6509,박진만14SSS,19,35,32,3,8,1,0,0,9,2,0,1,2,0,0,8,0,1,0,.250,.294,.281,.575,.267,43.4,-0.07,1976-11-30
6510,김남형08히DH,21,25,22,4,6,1,0,0,7,3,2,1,1,0,0,6,0,2,0,.273,.304,.318,.623,.273,59.2,-0.07,1988-05-08
6511,김상훈14KC,9,12,10,0,1,0,0,0,1,0,0,0,2,0,0,3,0,0,0,.100,.250,.100,.350,.202,-2.8,-0.07,1977-10-27
6512,김종석97O1B,5,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,.000,.200,.000,.200,.142,-29.2,-0.07,1971-02-28
6513,정현13삼2B,8,22,21,3,4,1,0,1,8,2,0,0,0,0,0,5,1,1,0,.190,.191,.381,.571,.242,31.2,-0.07,1994-06-01
6514,박찬85삼빙,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,.000,-128.3,-0.07,1955-04-26
6515,강로한15롯2B,22,8,8,2,1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,.125,.125,.125,.250,.117,-47.6,-0.07,1992-05-13
6516,백승훈04두,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-137.8,-0.07,1980-05-16
6517,임종혁13롯RF,11,7,6,4,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,.000,.143,.000,.143,.105,-59.3,-0.07,1990-04-07
6518,한규식07K2B,26,58,52,6,10,2,0,1,15,4,1,0,3,1,0,13,1,2,0,.192,.250,.288,.539,.248,42.0,-0.07,1976-09-14
6519,지승준99해,16,12,11,3,2,0,0,0,2,0,0,0,1,0,0,3,0,0,0,.182,.250,.182,.432,.214,15.2,-0.07,1977-06-07
6520,김종수87빙,43,78,66,7,14,0,0,0,14,5,2,1,8,1,0,7,2,2,1,.212,.303,.212,.515,.256,50.8,-0.07,1957-03-15
6521,최주환06두,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-131.2,-0.07,1988-02-28
6522,윤동균89O,6,8,8,0,1,1,0,0,2,2,0,0,0,0,0,2,1,0,0,.125,.125,.250,.375,.171,-9.4,-0.07,1949-07-02
6523,권준헌91태3B,7,8,8,0,1,1,0,0,2,1,0,0,0,0,0,1,0,0,0,.125,.125,.250,.375,.166,-12.3,-0.07,1971-12-01
6524,이경태97쌍,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-123.7,-0.07,1974-02-20
6525,박지환97쌍,6,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-123.7,-0.07,1969-10-20
6526,이상현00한,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-122.5,-0.07,1976-12-11
6527,홍창기16LLF,3,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.000,.200,.000,.200,.155,-33.5,-0.07,1993-11-21
6528,전대영88빙1B,48,96,85,14,17,3,1,2,28,9,2,1,8,1,0,15,3,1,1,.200,.274,.329,.603,.280,68.3,-0.07,1962-02-10
6529,정성훈90해,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-126.5,-0.07,1972-05-17
6530,이승범89M,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-129.5,-0.07,1967-07-27
6531,김기동01한,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-123.6,-0.07,1978-08-05
6532,김성기93L,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-135.8,-0.07,1972-10-24
6533,박성훈90L,18,17,14,2,1,0,0,1,4,2,0,1,3,0,0,6,1,0,0,.071,.235,.286,.521,.255,47.1,-0.07,1967-01-23
6534,손지환09S3B,6,17,16,1,3,1,0,0,4,0,1,0,1,0,0,4,1,0,0,.188,.235,.250,.485,.228,16.4,-0.07,1978-11-13
6535,김석연91빙,31,53,50,5,11,3,1,0,16,5,0,1,1,1,0,10,1,1,0,.220,.250,.320,.570,.260,53.1,-0.07,1968-08-16
6536,허문회01L롯1B,51,91,75,10,20,2,0,0,22,11,0,1,11,1,0,6,1,1,3,.267,.356,.293,.649,.313,75.4,-0.07,1972-02-12
6537,안언학91쌍LF,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,.000,.000,.000,.000,.000,-116.8,-0.07,1962-01-06
6538,김용희88O,7,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-128.5,-0.07,1964-12-20
6539,서일권88O,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-128.5,-0.07,1961-10-18
6540,강광회90태,7,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-129.0,-0.07,1968-06-23
6541,이병훈96해삼RF,65,140,131,12,31,3,0,3,43,13,0,2,6,1,1,25,3,2,0,.237,.275,.328,.604,.275,71.4,-0.07,1967-05-17
6542,양현석07L,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-134.9,-0.07,1977-10-20
6543,유강남11L,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-130.4,-0.07,1992-07-15
6544,최주환07두,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-135.8,-0.07,1988-02-28
6545,김형철07S3B,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,.000,-139.4,-0.07,1980-05-26
6546,조규철98롯,33,26,25,7,5,3,0,0,8,2,1,0,0,0,0,10,0,1,0,.200,.200,.320,.520,.220,29.5,-0.07,1969-03-15
6547,이창석07롯,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-138.5,-0.07,1984-12-15
6548,윤인수97L,10,3,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-131.1,-0.07,1974-04-12
6549,이계성04롯,54,70,56,3,10,0,0,0,10,5,1,0,14,0,2,14,1,0,0,.179,.343,.179,.521,.267,50.4,-0.07,1977-02-08
6550,김경하96L해,19,11,10,2,1,1,0,0,2,0,0,0,1,0,0,2,0,0,0,.100,.182,.200,.382,.185,5.2,-0.07,1970-10-10
6551,박흥식93L3B,25,32,31,3,6,2,0,0,8,4,0,0,1,0,0,3,0,0,0,.194,.219,.258,.477,.227,35.6,-0.07,1962-01-05
6552,강민국14NSS,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-134.8,-0.07,1992-01-10
6553,이성규16삼3B,6,6,4,2,1,0,0,0,1,0,0,0,0,0,0,3,0,2,0,.250,.250,.250,.500,.157,-31.1,-0.07,1993-08-03
6554,이민재15LCF,28,34,30,6,8,1,0,0,9,4,0,1,1,1,0,8,0,1,1,.267,.303,.300,.603,.274,49.4,-0.07,1988-02-05
6555,황윤성94태1B,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-118.5,-0.07,1974-03-14
6556,이중화95한삼,7,7,7,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,.143,.143,.143,.286,.134,-23.3,-0.07,1964-02-11
6557,박건우13두RF,34,51,48,12,13,1,0,1,17,7,2,3,1,1,0,11,4,1,0,.271,.300,.354,.654,.302,72.7,-0.07,1990-09-08
6558,오준혁11한RF,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-126.0,-0.07,1992-03-11
6559,최정민18K2B,57,95,83,17,21,2,0,2,29,6,1,3,7,1,0,20,2,4,0,.253,.319,.349,.668,.291,63.0,-0.07,1989-06-02
6560,이숭용11넥1B,88,172,146,7,37,7,0,0,44,12,1,0,18,1,1,18,4,6,1,.253,.337,.301,.639,.299,75.0,-0.07,1971-03-10
6561,백동훈14롯,9,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-134.8,-0.07,1990-09-16
6562,강병의15L2B,8,3,3,0,1,0,0,0,1,0,1,2,0,0,0,1,0,0,0,.333,.333,.333,.667,.312,72.1,-0.07,1992-01-02
6563,정병곤11L3B,11,20,20,1,4,0,1,0,6,2,0,0,0,0,0,7,0,0,0,.200,.200,.300,.500,.227,25.3,-0.07,1988-03-23
6564,윤현식04S,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,.000,.000,.000,.000,.000,-136.8,-0.07,1977-04-03
6565,구한성92해2B,59,70,58,7,10,1,0,1,14,1,0,0,8,2,0,15,0,2,0,.172,.294,.241,.536,.260,48.5,-0.07,1970-01-07
6566,정희상05한,4,6,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,.000,.167,.000,.167,.125,-37.5,-0.07,1982-08-13
6567,하춘동02삼,15,10,10,2,2,0,0,0,2,2,0,0,0,0,0,6,0,0,0,.200,.200,.200,.400,.184,0.6,-0.07,1977-04-19
6568,정상진88빙,13,27,26,2,6,0,0,0,6,2,0,0,1,0,0,5,1,0,0,.231,.259,.231,.490,.237,39.8,-0.07,1964-12-10
6569,김병조93해3B,66,79,68,12,12,2,0,1,17,9,0,1,7,1,0,15,1,2,1,.176,.260,.250,.510,.244,50.8,-0.07,1969-05-02
6570,박재욱16LC,26,50,47,5,12,2,0,0,14,4,0,0,2,0,0,9,3,1,0,.255,.286,.298,.584,.270,40.7,-0.07,1995-12-06
6571,송성문15넥2B,7,12,12,0,3,0,0,0,3,1,0,0,0,0,0,3,0,0,0,.250,.250,.250,.500,.234,24.2,-0.07,1996-08-29
6572,허용04L,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-137.3,-0.07,1982-02-03
6573,정현14삼,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-134.8,-0.07,1994-06-01
6574,장영석09히1B,16,38,33,2,6,0,0,2,12,4,0,0,3,2,0,14,1,0,0,.182,.290,.364,.653,.298,65.2,-0.07,1990-05-14
6575,최원제17삼1B,11,18,18,3,4,3,0,0,7,3,0,0,0,0,0,6,1,0,0,.222,.222,.389,.611,.261,43.2,-0.07,1989-02-04
6576,박종호92LSS,45,81,73,10,14,0,1,1,19,7,0,1,6,2,0,9,2,0,0,.192,.272,.260,.532,.257,44.8,-0.07,1973-07-27
6577,황동채07롯LF,69,105,87,11,20,1,1,0,23,5,0,1,9,4,0,23,1,4,1,.230,.327,.264,.591,.282,65.2,-0.07,1983-07-04
6578,박정준03롯,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-138.2,-0.07,1984-06-26
6579,김선일95롯C,24,49,45,3,9,0,0,0,9,2,0,0,3,0,0,4,2,1,0,.200,.250,.200,.450,.215,32.9,-0.07,1965-08-02
6580,문규현03롯,17,44,40,5,8,5,0,0,13,1,0,0,1,2,0,13,0,1,0,.200,.256,.325,.581,.260,45.5,-0.07,1983-07-05
6581,김정규97O,14,42,39,4,10,1,0,0,11,2,0,0,0,1,0,8,1,2,0,.256,.275,.282,.557,.249,46.7,-0.07,1973-08-27
6582,김재현08SRF,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,.000,.000,.000,.000,.000,-132.3,-0.07,1987-11-07
6583,황윤호15NSS,10,6,5,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,.000,.167,.000,.167,.122,-51.4,-0.07,1993-09-22
6584,이동훈09롯,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-136.9,-0.07,1981-12-25
6585,손형준12삼1B,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-128.1,-0.07,1989-07-01
6586,하상도95쌍,27,11,10,4,1,0,0,0,1,0,1,0,1,0,0,3,0,0,0,.100,.182,.100,.282,.149,-13.9,-0.07,1972-06-07
6587,최병국94삼,5,7,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.143,.143,.143,.286,.135,-25.9,-0.07,1972-01-22
6588,신성현15한3B,64,117,102,17,23,3,0,4,38,17,0,0,13,0,0,44,0,2,0,.225,.313,.373,.686,.308,68.9,-0.07,1990-10-19
6589,장광호95태C,49,112,102,7,18,4,0,1,25,3,0,0,8,0,0,29,2,2,0,.176,.236,.245,.482,.225,38.6,-0.07,1967-04-14
6590,김형철03S,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-141.9,-0.07,1980-05-26
6591,손길호91롯,42,45,37,3,7,0,0,1,10,4,1,1,5,0,0,3,1,2,1,.189,.279,.270,.549,.254,50.0,-0.07,1967-08-03
6592,이재성87롯,6,7,6,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,.000,.143,.000,.143,.103,-59.5,-0.07,1962-04-24
6593,이승주11넥LF,3,12,11,0,2,0,0,0,2,0,0,0,1,0,0,3,0,0,0,.182,.250,.182,.432,.220,20.9,-0.07,1984-04-13
6594,김헌곤13삼RF,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-134.4,-0.07,1988-11-09
6595,오현근09S,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-139.8,-0.07,1985-09-12
6596,허정협18넥,25,24,24,4,6,2,0,0,8,2,0,0,0,0,0,7,1,0,0,.250,.250,.333,.583,.257,37.8,-0.07,1990-02-17
6597,김한조86롯,55,96,82,4,17,1,0,0,18,3,1,0,9,1,0,8,2,4,0,.207,.294,.220,.513,.248,49.8,-0.07,1962-01-25
6598,장용대96현,7,7,5,0,1,0,0,0,1,0,0,0,0,0,0,2,0,2,0,.200,.200,.200,.400,.135,-28.6,-0.07,1971-12-01
6599,송일섭87해LF,70,200,169,15,32,9,0,2,47,11,1,0,24,5,4,30,3,1,1,.189,.307,.278,.585,.281,66.2,-0.07,1959-08-17
6600,현재윤10삼C,53,92,78,4,15,1,0,1,19,7,1,1,10,1,1,14,2,3,0,.192,.292,.244,.536,.252,40.3,-0.07,1979-07-08
6601,허문회00L1B,6,10,10,1,2,1,0,0,3,3,0,0,0,0,0,1,0,0,0,.200,.200,.300,.500,.220,16.5,-0.07,1972-02-12
6602,강상원17한LF,33,14,14,7,3,1,0,0,4,1,0,0,0,0,0,5,0,0,0,.214,.214,.286,.500,.222,16.8,-0.07,1997-05-05
6603,최용규09KCF,51,57,54,10,14,0,0,1,17,5,7,5,3,0,0,16,0,0,0,.259,.298,.315,.613,.286,55.9,-0.07,1985-08-31
6604,김지성16LSS,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,.000,-133.8,-0.07,1985-07-20
6605,김명성85삼,45,74,65,9,13,1,1,0,16,4,0,2,7,1,0,14,0,0,0,.200,.288,.246,.534,.260,55.2,-0.07,1961-08-24
6606,손지환00L,54,70,63,12,15,4,0,0,19,5,2,1,4,1,0,4,3,2,0,.238,.294,.302,.596,.271,51.5,-0.07,1978-11-13
6607,김바위90태1B,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-129.0,-0.07,1955-04-08
6608,구천서87O2B,95,177,156,16,34,2,0,2,42,18,4,2,14,0,0,28,4,5,2,.218,.279,.269,.548,.260,50.7,-0.07,1963-08-15
6609,정수성10넥CF,8,24,21,3,5,0,0,0,5,0,1,0,1,0,0,8,0,2,0,.238,.273,.238,.511,.227,22.8,-0.07,1978-03-04
6610,김상수17삼SS,42,154,144,17,38,7,0,3,54,13,1,1,5,1,0,26,4,3,1,.264,.291,.375,.666,.291,62.7,-0.07,1990-03-23
6611,정현18KSS,65,132,117,16,31,7,0,2,44,9,3,0,9,0,0,28,3,6,0,.265,.318,.376,.694,.297,63.2,-0.07,1994-06-01
6612,정호진97롯C,19,32,26,4,3,1,0,0,4,2,0,0,3,2,0,3,2,1,0,.115,.258,.154,.412,.212,24.4,-0.07,1974-01-05
6613,손지환10한3B,25,65,59,6,13,3,0,1,19,3,0,2,2,3,0,5,1,1,0,.220,.281,.322,.603,.279,58.3,-0.08,1978-11-13
6614,김영진95삼C,36,37,31,4,5,0,0,0,5,3,0,0,2,2,0,10,0,1,1,.161,.250,.161,.411,.204,25.3,-0.08,1972-04-09
6615,임경택86롯,32,55,48,3,10,0,1,0,12,7,0,0,3,1,0,2,1,3,0,.208,.269,.250,.519,.241,44.4,-0.08,1963-03-02
6616,오현근15롯RF,20,36,28,3,6,2,0,0,8,3,1,1,6,0,0,6,0,2,0,.214,.353,.286,.639,.297,66.3,-0.08,1985-09-12
6617,윤병호16NLF,11,9,9,3,1,0,0,1,4,3,0,0,0,0,0,3,0,0,0,.111,.111,.444,.556,.211,5.1,-0.08,1989-07-05
6618,장재중96쌍C,16,11,10,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,.100,.182,.100,.282,.150,-17.3,-0.08,1971-05-19
6619,오윤07현LF,30,44,41,5,8,2,0,1,13,6,0,0,3,0,0,13,1,0,0,.195,.250,.317,.567,.266,55.7,-0.08,1981-09-08
6620,모상기13삼1B,5,10,8,0,1,0,0,0,1,0,1,1,2,0,0,3,0,0,0,.125,.300,.125,.425,.243,31.9,-0.08,1987-01-03
6621,김정규95O,12,7,7,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,.143,.143,.143,.286,.134,-30.6,-0.08,1973-08-27
6622,이여상07삼2B,4,7,7,2,1,0,0,0,1,0,0,0,0,0,0,3,1,0,0,.143,.143,.143,.286,.136,-37.0,-0.08,1984-02-01
6623,길홍규90O,34,67,59,3,13,2,0,0,15,5,0,0,6,0,0,7,3,0,2,.220,.284,.254,.538,.264,52.9,-0.08,1965-03-31
6624,박철영87MC,42,82,75,8,14,2,3,0,22,4,1,0,3,0,0,21,1,4,0,.187,.218,.293,.511,.228,27.5,-0.08,1960-05-22
6625,김진홍83OC,18,23,22,1,4,0,0,0,4,0,0,0,1,0,0,1,0,0,0,.182,.217,.182,.399,.195,13.3,-0.08,1962-09-10
6626,박기혁04롯SS,131,386,340,35,69,7,2,6,98,35,11,4,30,3,0,75,8,12,1,.203,.273,.288,.561,.259,44.4,-0.08,1981-06-04
6627,최해식91쌍C,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-116.8,-0.08,1968-09-30
6628,홍성갑17넥,7,8,7,0,1,0,0,0,1,0,0,0,1,0,0,5,1,0,0,.143,.250,.143,.393,.207,4.6,-0.08,1992-08-02
6629,송혁02한,12,12,10,0,1,0,0,0,1,0,0,0,2,0,0,3,0,0,0,.100,.250,.100,.350,.194,8.4,-0.08,1979-05-21
6630,김성태94태C,5,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-118.5,-0.08,1971-10-10
6631,김지수10넥2B,8,6,5,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,.000,.167,.000,.167,.122,-47.8,-0.08,1986-08-23
6632,황윤성92태DH,5,6,5,0,1,0,0,0,1,2,0,0,0,0,0,1,0,1,0,.200,.200,.200,.400,.157,-20.6,-0.08,1974-03-14
6633,여태구95태RF,4,7,6,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,.000,.143,.000,.143,.100,-48.5,-0.08,1964-12-10
6634,이건열86해,25,30,28,3,5,0,0,1,8,4,0,0,1,0,0,4,2,0,1,.179,.200,.286,.486,.227,35.9,-0.08,1963-04-25
6635,박규대99삼,18,9,8,3,1,0,0,0,1,0,2,1,1,0,0,3,0,0,0,.125,.222,.125,.347,.183,-5.2,-0.08,1972-01-15
6636,추승우02L,6,10,10,1,2,0,0,0,2,0,0,0,0,0,0,2,1,0,0,.200,.200,.200,.400,.184,-3.7,-0.08,1979-09-24
6637,강승호17L2B,85,268,248,42,62,14,2,5,95,31,2,2,7,3,0,67,5,3,7,.250,.272,.383,.655,.282,58.8,-0.08,1994-02-09
6638,박노민13한C,27,68,64,4,14,4,0,0,18,7,1,0,2,0,0,23,2,2,0,.219,.242,.281,.524,.240,31.2,-0.08,1985-08-18
6639,김형남96현C,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-123.3,-0.08,1973-06-28
6640,장정석02현K2B,75,116,102,11,23,5,0,1,31,7,5,2,8,1,2,17,1,4,1,.225,.286,.304,.590,.254,48.2,-0.08,1973-04-12
6641,최정용17S3B,5,8,6,1,2,0,0,0,2,0,0,1,1,0,0,0,0,1,0,.333,.429,.333,.762,.323,83.0,-0.08,1996-10-24
